OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition
8,1995,1996,1462,1490,2794,2,9,1,1995.0,3,810,12.90669184092882,3.0,1.0,0.0,3.0,4.0,0.0,15.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1972,1972,483,483,987,1,5,1,1972.0,1,288,11.456355113481834,4.0,1.0,3.0,3.0,4.0,0.0,2.0,2.0,3.0,5.0,1.0,6.0,6.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,4.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1976,1976,894,894,894,1,5,0,1976.0,1,308,11.761346823468706,3.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
6,2002,2002,860,860,1960,2,8,2,2002.0,2,440,12.285345826424681,3.0,1.0,3.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,3.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1971,1971,483,483,987,1,5,0,1971.0,1,264,11.401993904262946,4.0,1.0,3.0,3.0,4.0,0.0,2.0,2.0,4.0,5.0,1.0,6.0,6.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2004,2004,1414,1414,1414,2,6,0,2004.0,2,494,12.130810161029627,3.0,1.0,3.0,3.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1993,2003,996,1014,1744,2,7,0,1993.0,2,457,12.178187442040638,3.0,1.0,0.0,3.0,1.0,0.0,20.0,7.0,0.0,5.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2007,2007,1694,1694,1694,2,7,0,2007.0,3,818,12.669806661762314,3.0,1.0,3.0,3.0,4.0,0.0,16.0,2.0,0.0,2.0,3.0,12.0,13.0,1.0,0.0,4.0,2.0,0.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
6,1945,1950,735,798,1487,1,7,1,1949.0,1,220,11.635143097694478,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,1.0,12.0,13.0,2.0,3.0,4.0,1.0,4.0,0.0,3.0,3.0,6.0,1.0,4.0,1.0,0.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
8,2008,2008,1566,1566,1566,2,7,0,2008.0,2,750,12.478006361013815,1.0,1.0,3.0,3.0,4.0,0.0,21.0,2.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1945,1997,686,866,866,1,4,0,1978.5061638868744,0,0,11.612770799939945,4.0,1.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,6.0,1.0,3.0,3.0,2.0,4.0,8.0,4.0
5,1900,1950,540,889,1440,1,6,0,1940.0,1,352,11.27720313144916,4.0,1.0,3.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,2.0,0.0,0.0,3.0,6.0,3.0,1.0,3.0,1.0,5.0,2.0,4.0,8.0,4.0
6,1980,1980,626,626,1217,1,6,1,1980.0,1,288,11.695247021764184,3.0,1.0,3.0,3.0,0.0,0.0,20.0,2.0,4.0,5.0,1.0,9.0,10.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1994,2002,948,1222,2110,2,8,2,1994.0,2,463,12.230765258120545,3.0,1.0,0.0,3.0,4.0,0.0,20.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,1.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1988,1988,1845,1872,1872,2,6,1,1988.0,2,604,12.394624752074764,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,2.0,1.0,13.0,14.0,1.0,3.0,4.0,1.0,2.0,4.0,0.0,2.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1910,1950,1020,908,1928,2,9,0,1910.0,1,440,11.827736204810263,4.0,0.0,3.0,3.0,4.0,0.0,17.0,2.0,1.0,5.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,4.0,3.0,6.0,6.0,1.0,2.0,0.0,2.0,1.0,6.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,8.0,4.0
6,1954,1954,1367,1375,1375,1,5,1,1954.0,2,451,11.84939770159144,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,3.0,13.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2003,2003,840,840,1668,2,8,0,2003.0,2,500,12.100712129872347,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1958,2006,1444,1444,2144,2,7,2,1958.0,2,389,12.531772785169476,3.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,13.0,6.0,0.0,2.0,4.0,1.0,2.0,4.0,1.0,5.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
3,1940,1966,728,1306,1306,1,6,0,1978.5061638868744,0,0,11.245046019814627,3.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,13.0,10.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,1.0,4.0,3.0,6.0,1.0,3.0,3.0,2.0,1.0,8.0,4.0
8,2006,2007,1573,1625,1625,2,5,1,2006.0,2,538,12.367340793126296,4.0,1.0,0.0,1.0,4.0,1.0,6.0,2.0,4.0,2.0,3.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,3.0
6,2004,2004,798,798,1640,2,6,0,2004.0,2,520,12.061046873479915,3.0,1.0,0.0,3.0,4.0,0.0,20.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1964,1991,1302,1302,1302,2,7,0,1964.0,1,309,11.970350312009105,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,7.0,3.0,6.0,6.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0
5,1957,1957,1314,1314,1314,1,5,0,1957.0,1,294,11.884489021402711,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,8.0,8.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1999,1999,975,1005,2291,2,8,1,1999.0,2,429,12.345834587905333,3.0,1.0,0.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,3.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,2003,2003,864,864,1728,2,7,0,2003.0,2,673,12.24288661865289,1.0,1.0,0.0,3.0,4.0,0.0,21.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2006,2006,1604,1604,1604,2,8,1,2006.0,2,660,12.301382825334498,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,0.0
7,2001,2001,963,963,1792,2,7,1,2001.0,2,564,12.352335152508426,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1956,1956,0,882,882,1,4,0,1956.0,1,308,11.48246625748552,4.0,1.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,0.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1962,1962,1362,1382,1382,1,6,1,1991.0,2,884,12.078239274020289,3.0,1.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,7.0,1.0,13.0,14.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,5.0,0.0,1.0,4.0,1.0,4.0,3.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,8.0,4.0
8,2007,2007,1482,1482,2574,2,10,1,2007.0,3,868,12.528156144699286,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,2.0,0.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,3.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
6,1977,1995,506,1212,1212,1,6,1,1978.0,2,492,11.925035115797062,3.0,1.0,0.0,3.0,0.0,0.0,19.0,2.0,0.0,7.0,1.0,6.0,10.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,8.0,4.0
5,1929,2001,926,926,1316,1,6,0,1974.0,2,484,11.77528972943772,4.0,1.0,3.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1925,2004,680,764,764,1,4,0,1965.0,2,504,11.198214720130528,4.0,0.0,2.0,0.0,4.0,0.0,17.0,0.0,0.0,2.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,1.0,4.0,3.0,6.0,6.0,1.0,2.0,0.0,2.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
6,1981,1981,1422,1422,1422,2,7,1,1981.0,2,576,12.075394321888057,3.0,1.0,0.0,3.0,4.0,0.0,14.0,2.0,0.0,2.0,1.0,8.0,8.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,0.0,8.0,4.0
6,1997,1997,802,802,1511,2,8,1,1997.0,2,413,12.128111104060462,3.0,1.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,3.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1939,1997,720,1052,2192,2,8,1,1939.0,1,240,12.097930486910471,3.0,1.0,3.0,0.0,4.0,1.0,18.0,2.0,0.0,3.0,1.0,13.0,14.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1940,1955,740,778,778,1,4,1,1966.0,1,924,11.699405031912846,4.0,1.0,3.0,3.0,4.0,0.0,9.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,5.0,1.0,0.0,1.0,4.0,3.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,8.0,4.0
6,1976,1976,1143,1113,1113,1,6,1,1987.0,1,504,11.904967552746252,3.0,1.0,0.0,3.0,0.0,0.0,7.0,2.0,0.0,2.0,3.0,6.0,6.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,8.0,4.0
8,2006,2006,1095,1095,1939,2,8,1,2006.0,3,1053,12.491251587763836,1.0,1.0,3.0,3.0,4.0,0.0,21.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,6.0,5.0
7,1954,2005,1385,1363,1363,1,5,2,1954.0,2,439,12.394624752074764,3.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,9.0,10.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,4.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1999,2007,1152,1164,2270,2,9,1,1999.0,3,671,12.577636201962656,3.0,1.0,0.0,3.0,1.0,0.0,15.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1958,1988,1240,1632,1632,2,6,1,1958.0,1,338,11.842229212112828,3.0,1.0,3.0,3.0,4.0,0.0,12.0,1.0,0.0,2.0,3.0,13.0,14.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,8.0,4.0
5,1982,1982,816,816,816,1,5,0,1982.0,1,264,11.732060994886899,3.0,1.0,3.0,3.0,0.0,0.0,11.0,2.0,0.0,2.0,1.0,6.0,7.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1925,2007,952,952,1548,2,5,0,1978.0,2,672,12.230765258120545,3.0,1.0,3.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,2.0,2.0,0.0,4.0,4.0,3.0,6.0,6.0,2.0,2.0,0.0,4.0,0.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2003,2003,1560,1560,1560,2,7,0,2003.0,2,573,12.211060187041213,3.0,1.0,0.0,3.0,4.0,0.0,11.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,0.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1951,1951,864,864,864,1,4,0,1951.0,2,400,11.856515169360305,3.0,1.0,3.0,3.0,0.0,0.0,8.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
9,2006,2007,2121,2121,2121,2,8,1,2007.0,3,732,12.936751613811438,3.0,1.0,3.0,3.0,4.0,0.0,16.0,2.0,0.0,2.0,1.0,5.0,5.0,1.0,0.0,4.0,2.0,0.0,4.0,1.0,6.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
7,1977,1977,1160,1156,2022,2,8,1,1977.0,2,505,12.165250651009918,3.0,1.0,3.0,3.0,4.0,0.0,4.0,2.0,0.0,5.0,3.0,9.0,10.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1989,1989,807,1175,1982,2,7,1,1989.0,2,575,12.339291489316397,3.0,1.0,3.0,3.0,4.0,0.0,20.0,2.0,0.0,5.0,1.0,9.0,10.0,1.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,2006,2006,1262,1262,1262,2,5,0,2006.0,2,572,12.128111104060462,1.0,2.0,3.0,3.0,4.0,0.0,21.0,2.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
7,2007,2008,1314,1314,1314,2,6,1,2008.0,2,626,12.24288661865289,3.0,1.0,3.0,3.0,4.0,0.0,16.0,2.0,3.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0
8,2008,2009,1468,1468,1468,2,6,1,2008.0,3,898,12.407379502235209,3.0,1.0,3.0,3.0,4.0,0.0,21.0,1.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
6,1992,1992,1575,1575,1575,2,5,0,1992.0,2,529,12.096257779522967,3.0,1.0,3.0,3.0,4.0,0.0,20.0,2.0,4.0,2.0,1.0,9.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2006,2007,625,625,1250,2,5,0,2006.0,2,528,12.011880916165731,1.0,2.0,0.0,3.0,4.0,0.0,21.0,2.0,4.0,5.0,1.0,8.0,8.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,5.0,2.0,5.0,5.0,2.0,4.0,6.0,5.0
6,1962,1981,912,1085,1734,1,7,1,1962.0,2,440,11.976659481202368,3.0,1.0,0.0,0.0,4.0,0.0,12.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,0.0,8.0,4.0
4,1971,1971,858,858,858,1,5,0,1978.5061638868744,0,0,11.385092093460344,3.0,1.0,0.0,3.0,0.0,0.0,12.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,6.0,1.0,3.0,3.0,2.0,4.0,8.0,4.0
5,1967,1967,882,900,900,1,5,0,1970.0,1,280,11.711776323715394,3.0,1.0,0.0,3.0,4.0,0.0,19.0,2.0,0.0,2.0,1.0,8.0,8.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
6,1915,2003,698,698,1396,1,7,0,2003.0,1,384,11.941944326032129,3.0,1.0,3.0,3.0,4.0,0.0,3.0,6.0,0.0,5.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,0.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2006,2006,1079,1079,1919,2,8,1,2006.0,2,685,12.359780370124389,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,5.0,2.0,4.0,6.0,5.0
5,1912,2000,780,936,1716,2,9,0,1978.5061638868744,0,0,11.819674600139235,3.0,0.0,3.0,0.0,4.0,0.0,18.0,2.0,1.0,5.0,1.0,12.0,13.0,2.0,3.0,1.0,2.0,4.0,0.0,3.0,5.0,6.0,1.0,0.0,0.0,4.0,1.0,6.0,3.0,6.0,1.0,3.0,3.0,0.0,4.0,8.0,4.0
5,1949,2008,768,1148,1716,1,8,1,1949.0,1,281,11.782952602183288,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1977,1994,795,1468,2263,2,9,1,1977.0,2,539,12.367340793126296,3.0,1.0,0.0,3.0,0.0,0.0,14.0,3.0,0.0,5.0,1.0,9.0,10.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,1.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1953,1953,1416,1644,1644,1,7,2,1953.0,2,418,12.025749091398891,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,3.0,6.0,6.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1984,1984,1003,1003,1003,1,6,0,1984.0,2,588,11.867097278690842,3.0,1.0,0.0,3.0,1.0,0.0,11.0,2.0,0.0,7.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,4.0,0.0,2.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,0.0,8.0,4.0
5,1950,1950,910,910,1558,1,6,0,1950.0,1,282,11.931635799828413,4.0,1.0,3.0,3.0,4.0,0.0,9.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,4.0,1.0,0.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
7,1997,1998,975,975,1950,2,7,1,1997.0,2,576,12.384218830913648,1.0,2.0,0.0,3.0,4.0,0.0,21.0,2.0,0.0,5.0,3.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1968,1968,702,1041,1743,1,7,1,1968.0,2,539,12.072541252905651,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,5.0,4.0,6.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,0.0,5.0,1.0,2.0,1.0,4.0,3.0,6.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1950,2004,1092,1152,1152,1,6,1,1950.0,1,300,11.973509872299472,3.0,1.0,3.0,3.0,4.0,0.0,6.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,3.0,5.0,5.0,2.0,0.0,8.0,3.0
5,1953,1953,1165,1336,1336,1,5,2,1953.0,1,375,11.964001084330445,3.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,8.0,8.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1998,1999,1028,1210,2452,2,9,1,1998.0,2,683,12.495003937382387,3.0,1.0,2.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,3.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2001,2002,1541,1541,1541,2,6,1,2001.0,3,843,12.230765258120545,3.0,1.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1972,1972,894,894,894,1,5,0,1975.0,2,552,11.917723684090689,3.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,1.0,8.0,0.0
